img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
44022,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
76382,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
20649,Dawn/Dusk,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
97774,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,1,None,Absent,None,No,Flat,Straight,None,None,Dense_Forest,None,No_Vehicles,Centered,
95276,Dawn/Dusk,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
29946,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
64377,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Roundabout,Faded,None,No,Flat,Slight_Left,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
12654,Daylight,Clear,Urban,Dry,Moderate,None,No,1,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
7262,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
97731,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,
15981,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,Passenger_Cars_Only,Centered,
33732,Daylight,Clear,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
91996,Daylight,Cloudy,Residential,Slushy,Empty,None,No,1,None,Occluded_by_Snow/Water,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,None,No_Vehicles,Centered,
5999,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
85677,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
77141,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
18422,Daylight,Cloudy,Urban,Dry,Moderate,None,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
31895,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
36980,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,None,Directional,Passenger_Cars_Only,Centered,
82133,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
74476,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,None,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
7586,Night,Clear,Urban,Wet,Moderate,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
84598,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Moderate,Directional,Passenger_Cars_Only,Centered,
23795,Daylight,Cloudy,Residential,Dry,Low,None,No,2,T-Junction,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
39483,Daylight,Cloudy,Residential,Dry,Low,None,Yes,1,None,Absent,None,No,Uphill,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
68042,Dawn/Dusk,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,
52705,Daylight,Cloudy,Urban,Wet,Empty,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,None,Regulatory,No_Vehicles,Centered,
12623,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
36802,Dawn/Dusk,Cloudy,Residential,Dry,Moderate,None,Yes,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
49582,Daylight,Clear,Rural,Dry,Empty,None,No,2,T-Junction,Faded,None,Yes,Flat,Straight,Curb,None,Moderate,Regulatory,No_Vehicles,Centered,
88938,Daylight,Rainy,Highway,Wet,Low,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
39745,Daylight,Cloudy,Residential,Wet,Low,None,No,1,T-Junction,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
44713,Daylight,Cloudy,Urban,Dry,High/Congested,None,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
15943,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
8754,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
82389,Night,Rainy,Highway,Wet,Low,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,None,Passenger_Cars_Only,Centered,
8127,Daylight,Cloudy,Urban,Dry,Moderate,Near_Roadside,Yes,1,None,Clear,None,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
33518,Night,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
94480,Night,Clear,Rural,Snow_Covered,Low,None,No,1,None,Absent,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,None,Passenger_Cars_Only,Centered,
96117,Daylight,Cloudy,Rural,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
79717,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,None,No_Vehicles,Centered,
94238,Night,Clear,Urban,Dry,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
128,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
65606,Night,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,3,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
92191,Daylight,Cloudy,Rural,Dry,Empty,None,No,2,None,Faded,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,No_Vehicles,Centered,
9923,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Park-like,Regulatory,Passenger_Cars_Only,Centered,
98090,Night,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
69057,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,None,No,3,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
80231,Night,Clear,Urban,Dry,Empty,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Industrial,Moderate,Directional,No_Vehicles,Centered,
47802,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
11323,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
66923,Night,Clear,Urban,Dry,Moderate,None,No,2,None,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
91298,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Warning,No_Vehicles,Centered,
19180,Daylight,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
36773,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,None,Passenger_Cars_Only,Centered,
84961,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,Building_Lights,No,Flat,Straight,Metal_Guardrail,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
93238,Daylight,Clear,Highway,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Industrial,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
81155,Night,Clear,Rural,Dry,Low,None,No,1,None,Absent,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,None,None,Passenger_Cars_Only,Centered,
47365,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Public_Transit_Focus,Centered,
63928,Daylight,Rainy,Urban,Wet,Moderate,None,No,3,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
33027,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
14792,Dawn/Dusk,Cloudy,Urban,Dry,Low,None,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
69935,Daylight,Cloudy,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
52831,Night,Rainy,Urban,Wet,Low,None,Yes,2,Four-Way,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
82052,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
53514,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
91686,Night,Clear,Urban,Dry,Low,None,No,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Park-like,Directional,Passenger_Cars_Only,Centered,
91764,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
83583,Night,Clear,Rural,Dry,Low,None,No,2,None,Faded,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,None,Passenger_Cars_Only,Centered,
26995,Daylight,Cloudy,Residential,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
40844,Daylight,Cloudy,Urban,Dry,Moderate,None,Yes,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
46534,Daylight,Clear,Residential,Dry,Empty,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,
24425,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,
33070,Dawn/Dusk,Clear,Residential,Dry,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
80930,Daylight,Cloudy,Urban,Dry,Low,None,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Concrete_Median,High_Rise,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
25741,Daylight,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,No,Uphill,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
74343,Daylight,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
95084,Night,Rainy,Highway,Wet,Moderate,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,None,Passenger_Cars_Only,Centered,
67611,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,Four-Way,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
33778,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,None,No,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
10852,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Faded,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
17446,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
82264,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Faded,Street_Lights,No,Flat,Straight,Metal_Guardrail,Industrial,Moderate,Directional,Passenger_Cars_Only,Centered,
71081,Daylight,Cloudy,Rural,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
90984,Daylight,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,Mixed_Heavy_Traffic,Centered,
18877,Daylight,Clear,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Noise_Wall,High_Rise,Sparse,None,Passenger_Cars_Only,Centered,
43961,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,
94211,Twilight,Snowy,Rural,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
9916,Daylight,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
78548,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
77069,Twilight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
79862,Dawn/Dusk,Cloudy,Rural,Slushy,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Regulatory,Passenger_Cars_Only,Centered,
8659,Daylight,Clear,Urban,Dry,Low,None,No,4,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
89506,Night,Clear,Highway,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,
3055,Daylight,Cloudy,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
45866,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Public_Transit_Focus,Centered,
77269,Daylight,Clear,Highway,Dry,Moderate,None,No,2,None,Clear,None,No,Uphill,Slight_Left,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
49521,Night,Clear,Urban,Dry,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
38612,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
67297,Night,Clear,Tunnel,Dry,Moderate,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,None,None,Directional,Mixed_Heavy_Traffic,Centered,
70900,Night,Clear,Tunnel,Dry,Low,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,None,None,None,Passenger_Cars_Only,Centered,
86237,Dawn/Dusk,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Metal_Guardrail,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
73531,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
57408,Daylight,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
8324,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
67050,Daylight,Cloudy,Urban,Dry,Moderate,None,No,1,None,Faded,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
21365,Dawn/Dusk,Cloudy,Residential,Dry,Moderate,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
42571,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
12940,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
97305,Daylight,Clear,Tunnel,Dry,Low,None,No,3,None,Clear,Tunnel_Lights,No,Flat,Straight,Metal_Guardrail,None,Sparse,Directional,Passenger_Cars_Only,Centered,
11639,Daylight,Clear,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
68523,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
84593,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
70446,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Moderate,Directional,Passenger_Cars_Only,Centered,
81383,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
28007,Daylight,Clear,Urban,Dry,Low,None,No,1,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
88630,Daylight,Clear,Highway,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
86641,Daylight,Cloudy,Highway,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Regulatory,Passenger_Cars_Only,Centered,
49032,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,None,Regulatory,Passenger_Cars_Only,Centered,
99783,Night,Cloudy,Urban,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
95960,Daylight,Rainy,Highway,Wet,Low,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
83165,Night,Clear,Tunnel,Dry,Moderate,None,No,1,None,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,None,None,Directional,Public_Transit_Focus,Centered,
41503,Daylight,Clear,Urban,Dry,Moderate,None,No,1,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
88817,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
85461,Night,Clear,Tunnel,Dry,Low,None,No,3,None,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,None,None,Directional,Passenger_Cars_Only,Centered,
99401,Daylight,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
83990,Dawn/Dusk,Rainy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,
3124,Night,Clear,Urban,Dry,Empty,None,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Warning,No_Vehicles,Centered,
76080,Daylight,Clear,Highway,Dry,Empty,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
49513,Daylight,Rainy,Urban,Wet,Low,Crossing_Road,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
75067,Daylight,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
52360,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
5917,Daylight,Clear,Urban,Dry,Low,Crossing_Road,No,1,Four-Way,Absent,None,Yes,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
21483,Daylight,Clear,Urban,Dry,Low,Near_Roadside,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
69643,Dawn/Dusk,Clear,Rural,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
65087,Night,Clear,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
39122,Daylight,Cloudy,Tunnel,Dry,High/Congested,None,No,2,None,Absent,Tunnel_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
40891,Daylight,Cloudy,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
38488,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
5451,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
33062,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
