,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,forward_acceleration,lateral_acceleration,forward_velocity,lateral_velocity,field_view_horizontal,camera_distance_from_ground,camera_pitch_angle,distortion_magnitude,camera_offset,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,wind_speed_10m,weather_code
18402,PL,day,52.23334773696955,20.964651297091567,city,wet,rain,33.301606566262386,4,13,0.5102762748145211,-0.8759106119343787,29.675994893130994,0.1057791822657158,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,72.03984258525756,0.5442174,0.100369245,0.9954087,0.96055746,0.14323029,0.10036476,2.882999897003174,95.829345703125,0.699999988079071,0.0,100.0,96.0,100.0,12.181625366210938,53.0
13997,SE,day,55.60794895329006,13.000806908231224,city,normal,cloudy,23.17320273597757,5,16,-0.2689283236340228,-1.3894615413125606,31.94538059666932,0.1403323034015592,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,142.7297118877491,0.57932234,0.16181941,0.9927402,0.94374144,0.10523747,0.1099439,15.316999435424805,64.53004455566406,0.0,0.0,86.0,25.0,38.0,10.495713233947754,3.0
15441,DE,day,50.93810323149977,6.98694370682797,city,normal,partly-cloudy-day,12.234054124450068,11,8,0.0440909838677165,-1.1689257627559482,43.71182010430456,-0.0125710094459886,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,121.66080011848562,0.82481176,0.424583,0.99653184,0.9855181,0.20819621,0.1559011,,,,,,,,,
6266,SE,day,55.59792650543312,12.972492284933493,city,normal,cloudy,28.473349287325377,5,15,-2.5592614670559395,-1.0652633256822572,23.86701507040148,-0.1605237872248247,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,148.05502560371826,0.71002626,0.17043747,0.9966641,0.9839213,0.18387423,0.15758781,14.03700065612793,72.58580017089844,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
67273,IT,day,43.7941931965943,11.209670647302554,arterial-urban,normal,clear-day,52.36403224201041,8,9,1.0311481307748829,-1.6527832144923955,22.549767473277253,0.0027988127770146,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,43.743103410629786,0.8353535,0.27975526,0.9938006,0.98586315,0.30196294,0.17889927,29.9275016784668,45.19231796264648,0.0,0.0,32.0,7.0,24.0,15.546833038330078,1.0
582,PL,day,52.23704893760264,21.01827014973794,city,normal,clear-day,42.15454950978618,4,8,0.4249017250684371,-0.0734152062214304,35.057853868938395,-0.0020872221943187,120.0310462140434,1.129930671152837,0.7834161288230759,0.0339008523862861,14.273953023409025,78.18629439496611,0.8261249,0.1877762,0.99839455,0.9981148,0.17161337,0.12596518,9.337499618530272,51.11208724975586,0.0,0.0,0.0,0.0,0.0,12.738099098205566,0.0
73975,IT,night,41.93190298101918,12.602331279075145,highway,normal,clear-night,-17.960175221358213,8,20,-0.4491664447204323,-0.9373451714339592,85.28830450879627,-0.2499889783334906,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,90.23614350116095,0.59078425,0.085768186,0.9921772,0.9169101,0.075025275,0.1666313,26.30500030517578,65.41954803466797,0.0,0.0,13.0,0.0,13.0,9.107358932495115,0.0
11827,SE,day,59.26837304733789,15.21506648539524,city,normal,cloudy,12.007225178609817,5,17,-4.948894783699957,-0.4832546907166219,25.038482549966343,-0.0279641463485482,121.8558717032652,1.128173733560131,1.732561819006846,0.0784849875174295,34.79395280223011,76.84089409672372,0.6545196,0.098793805,0.99290484,0.9589326,0.15588641,0.25716397,11.399999618530272,34.5713996887207,0.0,0.0,52.0,0.0,52.0,11.96695327758789,2.0
70172,FR,day,43.46284404687032,6.617745058143934,highway,normal,clear-day,33.10666369271079,2,10,-0.6674852788524687,-0.1564692598396525,125.39330008530428,-0.7553100851455887,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,22.58417284098985,0.57779896,0.13809973,0.9937575,0.97291565,0.1687479,0.1127413,16.77250099182129,54.03800201416016,0.0,0.0,0.0,0.0,0.0,3.563817977905273,0.0
86445,SE,day,62.93753674474014,17.22955514196313,smaller-rural,snow,snow,7.256366239037092,1,11,1.363133180745297,-1.724752033343954,69.16734172522129,-0.3968976909410839,120.4121940536434,1.096924474809985,0.0041869554046097,0.0498689260528878,22.4702791665162,57.19916238548419,0.5178214,0.08904816,0.99493587,0.9572241,0.1182074,0.11040698,-3.0840001106262207,89.04199981689453,0.0,0.7699999809265137,100.0,99.0,100.0,21.04691696166992,73.0
41285,PL,day,54.5217829555975,18.535309060917346,city,normal,partly-cloudy-day,36.89043958355354,5,7,3.03769695352784,-0.3458352843794501,31.2373863245932,-0.269856651631566,120.7571865009013,1.146133774946981,-0.1789507693896295,0.0721550162525081,23.97482685304935,93.17212611543594,0.7231298,0.22971253,0.995366,0.98429096,0.14493917,0.06562413,12.31700038909912,75.79598236083984,0.0,0.0,79.0,26.0,7.0,13.183079719543455,2.0
5342,PL,day,52.23680377287088,21.02360284462633,city,wet,rain,15.697108548684255,4,15,3.280023389535148,-1.4794140893810437,37.67721505095823,0.1116031120043085,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,70.96663925495692,0.68035746,0.16087006,0.9967585,0.9786927,0.18410319,0.17769575,3.095999956130981,94.81982421875,0.6000000238418579,0.0,100.0,80.0,100.0,13.10419750213623,53.0
16944,SE,day,55.604246573268746,13.0126180549735,city,normal,partly-cloudy-day,45.62380646035229,5,13,-0.4403825829860004,-0.7376678376497975,40.19718173027084,-0.2380785538325745,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,143.10354027150734,0.7217415,0.16540174,0.99382484,0.9245742,0.26370752,0.38168445,15.012999534606934,65.34159088134766,0.0,0.0,77.0,23.0,35.0,2.099142551422119,2.0
6940,SE,day,55.60064529790113,13.026130575684952,city,normal,cloudy,24.688393003375,5,16,-0.4351103818819046,-0.8565905717499724,29.368359368345885,0.0166336604126246,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,66.80368644986271,0.7591841,0.445968,0.9968323,0.9800412,0.30019134,0.15840586,14.030500411987305,72.58460235595703,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
10926,SE,day,55.60401566922596,13.011999172273802,city,normal,cloudy,23.75876665559413,5,16,-0.4986285988126744,-1.4133802490392808,37.20214917363036,0.0612432057673272,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,206.17687755402923,0.81001806,0.32814893,0.99492997,0.9961815,0.32711455,0.3383766,14.082500457763672,72.59410095214844,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
95868,SE,day,63.83787260795011,15.52137365514833,arterial-rural,snow,cloudy,9.763176993181688,2,12,0.9824156661963316,-1.0463632187839342,51.875335131995286,0.0494622025040655,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,139.5662301198654,0.7763374,0.2952945,0.9877631,0.878302,0.23032498,0.3509973,2.491000175476074,77.41841125488281,0.0,0.0,95.0,26.0,69.0,16.17197608947754,3.0
14031,DE,night,50.11522030760871,8.631547343891052,highway,normal,partly-cloudy-night,-30.94573687600291,10,19,-0.6438130232588384,-1.3581305584852172,54.370873132119975,0.0499126472098177,120.9702880538638,1.11944171485232,-0.8397440833488172,0.0465482622168124,39.98099524207568,112.3788988859748,0.66517526,0.4179316,0.9897574,0.9718574,0.28303555,0.25148648,7.388999938964844,90.5185317993164,0.0,0.0,2.0,0.0,2.0,9.028754234313965,0.0
12972,DE,day,50.93525476093567,6.958721270350637,city,normal,partly-cloudy-day,18.26755059430232,11,10,-4.076499571496381,-0.4572696313828508,39.101627593296776,-0.105002109226259,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,121.62053910892794,0.73325396,0.18424863,0.998086,0.9965521,0.11520791,0.06688853,7.150000095367432,85.01495361328125,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
6686,SE,day,55.59356054606745,12.98528721460555,city,normal,partly-cloudy-day,43.98386804578038,5,13,-0.0416397553823045,-0.951926632507754,39.71970208191022,-0.1437558446870646,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,86.66348702016019,0.69588065,0.2667598,0.99661946,0.9771244,0.14040795,0.17687088,14.973999977111816,65.33308410644531,0.0,0.0,77.0,23.0,35.0,2.099142551422119,2.0
12450,FR,day,43.30442183707208,5.407492692740591,city,normal,clear-day,28.764673320139167,2,14,-3.2806432815964524,-6.318853913558012,29.414112529779825,-0.3702388290217357,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,29.43494870177914,0.6165569,0.32949328,0.9916619,0.8444965,0.21214809,0.2601805,16.118000030517578,71.52513122558594,0.0,0.0,2.0,0.0,2.0,8.31124496459961,0.0
13522,SE,day,55.59393018154079,12.966057419369182,city,normal,partly-cloudy-day,17.089676804425096,5,17,1.619481998426436,-0.536996539849536,25.1542733158308,-0.079315686470992,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,158.9780832619236,0.81826574,0.14935717,0.99588484,0.9693806,0.161784,0.23337246,13.506500244140623,76.7620620727539,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
90987,DE,day,52.89493569521389,8.326225454979879,highway,wet,cloudy,1.622743306366104,12,7,0.3565367814761591,-1.1014471822148244,83.86355683751441,0.511556690594218,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,17.396763191356026,0.6699815,0.1464327,0.99523926,0.98171383,0.17243373,0.10187224,2.83899998664856,96.856201171875,0.2000000029802322,0.0,100.0,99.0,100.0,11.252518653869627,51.0
27510,DE,night,50.89949670930989,6.96575402429186,city,normal,cloudy,-12.136982449399213,11,17,0.9053476455709372,-1.413794656774454,37.97613041657155,-0.1036479331032063,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,134.7630243604283,0.4647929,0.1095579,0.983715,0.8856201,0.074600205,0.099990435,11.432499885559082,79.61614990234375,0.0,0.0,98.0,97.0,60.0,17.533145904541016,3.0
4555,SE,day,55.60774332505788,13.007573845328473,city,normal,cloudy,29.58004421305201,5,15,0.6491106376836098,-1.2923192859140005,30.066462061019,-0.0703272111803166,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,92.96828801376608,0.7759751,0.45532656,0.99534166,0.98313946,0.1831639,0.11141349,15.277999877929688,64.52140808105469,0.0,0.0,86.0,25.0,38.0,10.495713233947754,3.0
4158,SE,day,55.5987378006737,12.983091122211096,city,normal,partly-cloudy-day,20.667920563580267,5,16,0.8278935515082158,-0.7908372290966312,24.123918465035043,0.0013940212499623,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,90.89575996802124,0.7222631,0.37037194,0.99533516,0.98281974,0.19029471,0.22296423,13.493499755859377,76.75999450683594,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
20241,SE,day,59.62092357115447,14.260628776650034,arterial-rural,wet,rain,10.734703573610076,3,7,3.0558986905605665,-1.277178278442822,68.11183151899463,0.1247314562422905,121.8558717032652,1.130112894375679,1.0441364891909162,0.0784849875174295,34.79395280223011,24.45710451390089,0.7104331,0.14231126,0.99592704,0.9823924,0.15602106,0.091825955,1.055000066757202,100.0,0.0,0.3499999940395355,100.0,100.0,100.0,13.493998527526855,73.0
19981,DE,day,50.93425979066377,6.907686965510206,city,normal,rain,2.391271338451773,11,15,-0.5902005562094013,-0.8718503022933721,34.90847954365974,0.2658408437134323,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,196.49288135329192,0.6758701,0.16564958,0.9929634,0.9396292,0.17832871,0.24463907,11.795499801635742,78.06320190429688,0.0,0.0,88.0,61.0,85.0,18.10409927368164,3.0
18119,IT,day,45.507842739247785,9.2365349395864,city,normal,clear-day,64.36876223135388,7,11,-0.2149479687367921,-1.1596114340891213,32.23976592270421,0.1918912628933837,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,71.7407837202174,0.7258452,0.18711615,0.9958555,0.9736527,0.18625662,0.2647031,31.791000366210938,41.05412673950195,0.0,0.0,92.0,0.0,5.0,2.968636035919189,3.0
12687,DE,day,50.933205610340266,6.970937117722019,city,normal,partly-cloudy-day,11.596032674671918,11,8,-0.0518482670637423,-1.7977472247400696,46.72739640575483,-0.1320761037082555,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,71.38182122444573,0.5925471,0.108432844,0.99333173,0.95763195,0.14424382,0.17392868,6.566999912261963,87.66624450683594,0.0,0.0,57.0,21.0,50.0,9.746630668640137,2.0
27582,SE,day,55.58946856739016,13.014560392665018,city,normal,cloudy,48.07063009617408,5,13,2.1385455619639644,-0.4525802879232203,39.89967469870744,0.0352575145710764,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,165.94770883531092,0.69682395,0.2622938,0.99352247,0.9709453,0.2169418,0.18799998,15.571999549865724,65.68415832519531,0.0,0.0,99.0,35.0,5.0,18.94708251953125,3.0
40160,PL,day,52.18900353590816,21.01140434551273,city,normal,partly-cloudy-day,48.42143784893352,4,9,4.236098518899025,-1.0280565750921706,33.86561015747059,-0.2095885099669947,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,82.11274861884299,0.8122992,0.18418644,0.99878746,0.99358976,0.16153544,0.124964505,15.252500534057615,56.87398910522461,0.1000000014901161,0.0,20.0,9.0,6.0,12.43433952331543,51.0
20087,IT,day,45.469314468288566,9.223742524250286,city,normal,clear-day,58.60129733847908,7,10,0.4247215971025613,0.2050707552457556,42.35900791564393,-0.1545865198950776,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,243.58641090616413,0.6869358,0.15576811,0.9973871,0.98887396,0.11862518,0.11675112,31.0004997253418,46.3466911315918,0.0,0.0,79.0,3.0,2.0,5.116561412811279,2.0
6414,DE,day,50.93249800219189,6.955258826647597,city,normal,partly-cloudy-day,17.58290428287458,11,10,-3.651274230481628,1.183902898999291,30.087557997954114,0.1529744057198398,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,54.741080648805095,0.6631805,0.109803244,0.99451494,0.92339057,0.1771794,0.30238444,7.156499862670898,85.01569366455078,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
37986,PL,day,54.37912658022421,18.594881710047115,city,normal,clear-day,55.716496256416015,6,11,1.3195387551937372,1.5230154481081468,40.47157033406522,-0.2956729208645555,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,124.36096996988957,0.6411177,0.19599381,0.9961104,0.96452355,0.07798492,0.115033135,19.12649917602539,60.190616607666016,0.0,0.0,2.0,0.0,0.0,15.192682266235352,0.0
23353,SE,day,55.59674151512038,12.993888361790962,city,normal,cloudy,45.583015598488046,5,13,0.504798086494008,-0.8492715353954392,36.81843557789226,-0.2902152354346787,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,82.4841023743487,0.67980695,0.12710935,0.9947661,0.968727,0.112097554,0.11783675,15.317500114440918,61.53911972045898,0.0,0.0,99.0,26.0,0.0,20.80849838256836,3.0
12651,SE,day,55.599117846628246,12.985934215673185,city,normal,partly-cloudy-day,48.32315313767068,5,13,-0.7646760777938891,-0.055211120546716,40.36318876954083,0.0877736586626543,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,98.30068268320036,0.7477894,0.1535007,0.997092,0.9946096,0.13227914,0.1794762,15.506500244140623,60.75231552124024,0.0,0.0,96.0,5.0,37.0,11.50311279296875,3.0
12563,DE,day,50.93666901875783,6.969345135273298,city,normal,partly-cloudy-day,15.675357070706768,11,9,2.106124817447055,-0.2078141524536545,41.14059945989001,0.1093715563337648,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,51.912254806293824,0.6064142,0.1057802,0.9938882,0.96709174,0.15207522,0.14121802,7.234499931335449,85.02432250976562,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
9904,SE,day,55.60705193765639,13.020323870572229,city,normal,partly-cloudy-day,45.77632990795055,5,13,0.4510717524432509,-2.616147169340209,0.0161217706415529,0.0283130096753291,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,37.303882697745074,0.68548375,0.18027149,0.9961379,0.96630627,0.15146688,0.18734355,15.878000259399414,61.25419616699219,0.0,0.0,77.0,36.0,49.0,6.489992141723633,2.0
80526,DE,day,52.54196755482148,13.439618258370087,arterial-urban,normal,clear-day,33.56458335120866,9,12,-8.39861696354143,-0.3243985867833618,9.154414204854255,0.0453567712137413,120.9702880538638,1.11944171485232,-0.8397440833488172,0.0465482622168124,39.98099524207568,93.65882292272735,0.70232475,0.1246189,0.99430805,0.8095955,0.21034773,0.38726965,25.64800071716309,37.68175506591797,0.0,0.0,45.0,0.0,0.0,10.58791732788086,1.0
68710,PL,day,52.21091933979489,21.04761240893773,arterial-urban,wet,rain,7.144810950296375,4,16,0.4607093408586978,-0.7482980616551033,47.39872355468911,0.1406361537041874,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,63.73168221209624,0.57208973,0.106351316,0.99492466,0.96982723,0.15038817,0.12328623,3.1085000038146973,89.8796615600586,0.699999988079071,0.0,100.0,80.0,100.0,17.02689552307129,53.0
63995,PL,day,54.41255923153148,18.56606891947741,arterial-urban,normal,partly-cloudy-day,52.458878137600976,5,9,-0.3519612394743516,-2.183837904298691,46.52959402419657,-0.4778799467474587,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,122.63539324156216,0.6753484,0.18988818,0.9931211,0.97335917,0.15551083,0.12425244,10.50749969482422,84.5150146484375,0.5,0.0,74.0,65.0,53.0,13.089353561401367,53.0
18890,PL,day,50.08334417077219,19.9083267665825,city,normal,cloudy,10.861261513394666,4,16,-0.0386603555474637,-0.451012747299907,0.0634203747266524,0.0012411699356053,119.4299449008713,1.100166968750412,-0.9326097164338646,0.0936659229049696,14.973592751032564,140.1470235137907,0.63176847,0.23218364,0.99467176,0.95285386,0.20716256,0.12327498,3.567499876022339,71.61814880371094,0.0,0.0,100.0,50.0,99.0,13.450708389282228,3.0
67,PL,day,52.23493059700697,21.00729215111715,city,normal,clear-day,41.66614746813188,4,8,0.1526531055783498,-0.6918479041036213,-0.0078270939340817,-0.008616675024195,120.0310462140434,1.129930671152837,0.7834161288230759,0.0339008523862861,14.273953023409025,134.90551152891155,0.8736378,0.19534528,0.9982905,0.9919349,0.31234318,0.1814521,9.369999885559082,51.12109756469727,0.0,0.0,0.0,0.0,0.0,12.738099098205566,0.0
65552,SE,day,64.73864187739241,20.96475884994969,arterial-urban,snow,fog,1.7856997198002489,1,8,-0.4291302165926485,-0.825135810027895,50.67264132490482,-0.7126860630287047,121.2376221304691,1.124371377834915,1.0237169367511252,0.0207499795669303,16.47928310679553,9.697045032802908,0.57336485,0.10702873,0.99541134,0.9695411,0.13881159,0.10077521,-2.255000114440918,93.19580078125,0.0,0.3499999940395355,100.0,100.0,100.0,14.79945945739746,73.0
15063,FR,day,43.30429317202539,5.413344279241528,city,normal,clear-day,28.877062274918764,2,14,-1.1996772197332743,-0.8648798168943568,0.0054849278162414,-0.0066161513739595,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,171.56978593568564,0.65271735,0.12920024,0.99517196,0.98549706,0.15187176,0.14761278,16.03999900817871,71.51055145263672,0.0,0.0,2.0,0.0,2.0,8.31124496459961,0.0
73526,PL,day,54.47653993468399,18.553055329503284,arterial-urban,normal,partly-cloudy-day,39.18981143259183,5,7,6.295916017062117,-0.9376469255027928,17.615178097973896,-0.1828809012371297,120.7571865009013,1.146133774946981,-0.1789507693896295,0.0721550162525081,23.97482685304935,89.94259010011119,0.86422557,0.26895154,0.99603003,0.99364495,0.22962496,0.07898733,11.694499969482422,76.73137664794922,0.0,0.0,86.0,39.0,9.0,12.594856262207031,3.0
40337,SE,day,55.59629141330012,12.969164617351016,city,normal,cloudy,28.395994690669063,5,15,0.8444598823078073,-0.2347829791080102,44.51846295477997,-0.095577836734621,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,105.78938856324648,0.7508517,0.14740986,0.9983619,0.9981444,0.10780925,0.18280503,14.043499946594238,72.58697509765625,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
66232,FR,day,45.93065102767586,4.728428552160413,highway,normal,rain,40.881532087303015,3,10,0.37237689500686,-2.9412890431819814,123.78487320455916,-1.3164978731043966,121.2376221304691,1.124371377834915,1.0313575254514975,0.0207499795669303,16.47928310679553,25.62122428636832,0.6534963,0.10963007,0.9947247,0.96728957,0.17492975,0.11169032,8.192000389099121,83.95957946777344,0.2000000029802322,0.0,100.0,99.0,95.0,17.654687881469727,51.0
96210,DE,day,51.49408129501994,6.997196886713342,arterial-urban,wet,cloudy,5.508138223445457,10,7,0.6494114323985148,-1.9253868007880823,47.68149423179872,0.0088539490826936,121.1604837134374,1.125060013269004,-0.839908092424094,0.088727668963989,31.73622738887918,207.21403266293217,0.6640667,0.1614688,0.99593,0.96499735,0.10416451,0.12877893,10.584500312805176,89.22838592529297,0.1000000014901161,0.0,44.0,42.0,10.0,20.37103843688965,51.0
38423,DE,day,50.93863346430699,6.971308782189236,city,normal,partly-cloudy-day,15.616847521148555,11,9,0.4157324730315819,-1.383753850095259,38.4341208921748,-0.1206399719887456,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,112.50784962742604,0.84063864,0.40479094,0.99754333,0.9936733,0.2073871,0.12255859,7.221499919891357,85.02288818359375,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
70776,SE,day,63.29180753391257,16.701239959731005,smaller-rural,snow,snow,5.733836753770021,1,12,0.7119063760558162,-1.1428280770656285,59.886150845232585,-0.0754226085287765,120.4121940536434,1.096924474809985,0.0041869554046097,0.0498689260528878,22.4702791665162,29.93839977930362,0.5043365,0.091058485,0.99461174,0.9479823,0.12210289,0.11316183,-2.826499938964844,88.06456756591797,0.0,0.8400000333786011,100.0,100.0,100.0,19.839235305786133,75.0
8104,SE,day,55.60548276617906,13.016562855128631,city,normal,partly-cloudy-day,49.00269030811605,5,13,-2.9819657523522185,-1.042948587888758,24.18044025091065,-0.1690002465411368,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,108.0789496416861,0.5670635,0.108872294,0.99738294,0.9790831,0.08100562,0.130168,15.473999977111816,60.744590759277344,0.0,0.0,96.0,5.0,37.0,11.50311279296875,3.0
27323,PL,day,52.18573905111914,21.024249101056384,city,normal,partly-cloudy-day,48.63847815111487,4,9,0.4754132789304966,-0.9651143583174568,47.31805817239557,0.0521723573055298,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,217.6055748814733,0.77598065,0.17832382,0.99582726,0.983661,0.22549936,0.37077168,15.239500045776367,56.87071228027344,0.1000000014901161,0.0,20.0,9.0,6.0,12.43433952331543,51.0
26022,PL,day,54.3585473479494,18.62181952645305,city,normal,clear-day,50.6384192316642,6,8,-0.7661324601569661,4.370479891671165,51.07839457095595,-0.0937919250539735,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,128.47423329589807,0.6440281,0.15621574,0.98968995,0.9329587,0.22696848,0.33789486,17.626998901367188,67.67381286621094,0.0,0.0,19.0,0.0,19.0,12.783802032470703,0.0
87264,SE,day,64.74203280640585,20.96179111060122,arterial-urban,snow,fog,1.755798554721366,1,8,1.6996659182917078,-0.7727228861246758,42.19450333952035,-0.4318969801208793,121.2376221304691,1.124371377834915,1.0237169367511252,0.0207499795669303,16.47928310679553,15.56899847947471,0.5798259,0.10250395,0.994978,0.96759886,0.13183798,0.103890955,-2.248500108718872,93.19615936279295,0.0,0.3499999940395355,100.0,100.0,100.0,14.79945945739746,73.0
63079,PL,day,54.479368641478096,18.552674668755493,arterial-urban,normal,partly-cloudy-day,48.38121232348604,5,8,0.4208067694468467,-1.5357845885650006,48.89898210437895,-0.5303447205378732,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,75.76933629704322,0.5920992,0.17606774,0.9958545,0.9724689,0.10035202,0.09290527,10.61400032043457,84.24043273925781,0.3000000119209289,0.0,100.0,100.0,55.0,9.65981388092041,51.0
24739,IT,day,45.47426395628876,9.217231916106304,city,normal,clear-day,37.90189201504756,7,7,0.0504985009525914,-0.6335679933156038,40.70353064784299,-0.1342908787172244,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,468.8188536385524,0.4773381,0.08612676,0.9919093,0.9137623,0.17008474,0.24857053,28.100500106811523,56.34768295288086,0.0,0.0,19.0,6.0,1.0,8.20926284790039,0.0
24647,DE,twilight,50.96121625826485,7.003613206288508,city,normal,rain,-4.544515371168174,11,16,1.47435468694527,-0.0925869312248441,29.367356398371,-0.0857128169977072,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,121.96563114853504,0.5297051,0.07621089,0.9921902,0.8781123,0.1567007,0.19118696,11.218999862670898,82.05643463134766,0.0,0.0,99.0,99.0,81.0,13.905508995056152,3.0
39991,PL,day,54.35153239970212,18.632971347196868,city,normal,clear-day,50.35885075650782,6,8,-3.841438849087398,0.0341850010728846,33.239297525838566,-0.2798488236284918,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,104.1929839516822,0.54394513,0.10732632,0.98992646,0.9044588,0.11686861,0.18619837,17.750499725341797,67.69912719726562,0.0,0.0,19.0,0.0,19.0,12.783802032470703,0.0
30245,DE,day,51.51358717263463,7.478090889566864,city,normal,partly-cloudy-day,14.699987989670618,12,12,1.2361720415368913,-0.0946946751110273,14.15768986428736,0.0056916825880811,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,178.35437376263863,0.7921918,0.20557415,0.99507684,0.9910409,0.1376425,0.18569209,6.797499656677246,73.01659393310547,0.0,0.0,27.0,40.0,0.0,15.59676742553711,1.0
24499,PL,day,54.36641418441632,18.63374534229348,city,normal,clear-day,49.7697215324945,6,8,1.0326003569779767,-0.5572157587895261,45.59007023338318,-0.4730532255945807,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,140.74502459732054,0.66413814,0.23244214,0.99434596,0.9679051,0.10688071,0.10834972,17.9064998626709,67.7310791015625,0.0,0.0,19.0,0.0,19.0,12.783802032470703,0.0
13977,PL,day,52.22508887413012,20.99058936803363,city,wet,rain,28.383218291737087,4,14,0.5588425421513613,-0.167140015085408,36.010403155777254,0.2087977743800104,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,77.53603171500083,0.6857154,0.14414804,0.9941982,0.96432644,0.22478324,0.26668522,2.75249981880188,96.50993347167967,0.800000011920929,0.0,100.0,100.0,100.0,12.101570129394531,53.0
