,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
76157,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5685636661946774,0.0,0.0
76234,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,1,,Faded,,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5596811839512417,0.0,0.0
76236,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.5219288183295209,0.0,0.0
76255,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,,Mixed_Heavy_Traffic,Centered,,0.7181486010551452,0.0,0.0
76382,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5800261305911201,0.0,0.0
76402,Dawn/Dusk,Cloudy,Urban,Wet,Low,,No,2,,Faded,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.46895837919278577,0.0,0.0
76422,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5787911679063524,0.0,0.0
76603,Daylight,Clear,Highway,Dry,Low,,No,1,,Clear,,No,Flat,Straight,Curb,Industrial,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.4586326277256012,0.0,0.0
76770,Daylight,Cloudy,Highway,Wet,Empty,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
76777,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5457549941539764,0.0,0.0
76823,Daylight,Cloudy,Highway,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.5650146678090096,0.0,0.0
76849,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.627171968871897,0.0,0.0
76961,Night,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Passenger_Cars_Only,Centered,,0.47772230042351616,0.0,0.0
77034,Dawn/Dusk,Snowy,Residential,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.47491710384686786,0.0,0.0
77069,Twilight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.4851556223172408,0.0,0.0
77141,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.520959507226944,0.0,0.0
77244,Night,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.518558572445597,0.0,0.0
77269,Daylight,Clear,Highway,Dry,Moderate,,No,2,,Clear,,No,Uphill,Slight_Left,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5970410380674445,0.0,0.0
77394,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,,Passenger_Cars_Only,Centered,,0.7533027430375417,0.0,0.0
77610,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5447327857837081,0.0,0.0
77659,Night,Rainy,Highway,Wet,Moderate,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6061085276305676,0.0,0.0
78034,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,,Sparse,Directional,No_Vehicles,Centered,,0.5045323951376809,0.0,0.0
78065,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5640794604252546,0.0,0.0
78153,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Slight_Right,Concrete_Median,Sparse/Rural,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6590215682983398,0.0,0.0
78161,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.47341683506965637,0.0,0.0
78548,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5934927042792825,0.0,0.0
78581,Daylight,Cloudy,Highway,Slushy,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5861207680268721,0.0,0.0
78635,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6601534651385413,0.0,0.0
78650,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.5757544885079066,0.0,0.0
78673,Daylight,Foggy,Highway,Wet,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Slight_Left,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,,0.5625955402851105,0.0,0.0
78878,Night,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,Directional,Passenger_Cars_Only,Centered,,0.8170703649520874,1.0,0.0
78896,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5988686415282163,0.0,0.0
79009,Daylight,Cloudy,Rural,Dry,Low,,No,2,,Clear,,No,Flat,Straight,,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.79587721824646,0.0,0.0
79075,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5992036794914919,0.0,0.0
79093,Daylight,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.4732247531414032,0.0,0.0
79195,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.5930819596563067,0.0,0.0
79368,Night,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,,Passenger_Cars_Only,Centered,,0.5002402166525522,0.0,0.0
79372,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Concrete_Median,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6468482315540314,0.0,0.0
79412,Daylight,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Mixed_Heavy_Traffic,Centered,,0.672745980322361,0.0,0.0
79421,Daylight,Clear,Urban,Dry,Empty,,No,1,,Absent,,No,Flat,Straight,Metal_Guardrail,Industrial,Dense_Forest,Multiple_Types,No_Vehicles,Centered,,0.45736058950424197,0.0,0.0
79717,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,,No_Vehicles,Centered,,0.4436806397778647,0.0,0.0
79862,Dawn/Dusk,Cloudy,Rural,Slushy,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Regulatory,Passenger_Cars_Only,Centered,,0.5306707248091698,0.0,0.0
79871,Night,Clear,Rural,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Uphill,Slight_Right,Metal_Guardrail,Sparse/Rural,Sparse,Warning,Passenger_Cars_Only,Centered,,0.3909413864215215,0.0,0.0
80056,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5127996312720435,0.0,0.0
80231,Night,Clear,Urban,Dry,Empty,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Industrial,Moderate,Directional,No_Vehicles,Centered,,0.5531462252140045,0.0,0.0
80422,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,,,Passenger_Cars_Only,Centered,,0.2972373962402344,0.0,0.0
80436,Night,Cloudy,Urban,Dry,Low,,Yes,2,,Faded,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.6197403584207807,0.0,0.0
80672,Daylight,Cloudy,Rural,Wet,Empty,,No,2,,Absent,,No,Uphill,Slight_Right,Curb,Sparse/Rural,Moderate,Regulatory,No_Vehicles,Centered,,0.445324311653773,0.0,0.0
80740,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,,Park-like,,Passenger_Cars_Only,Centered,,0.6193081185221672,0.0,0.0
80752,Daylight,Cloudy,Urban,Dry,Low,,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5614693421742012,0.0,0.0
80930,Daylight,Cloudy,Urban,Dry,Low,,No,3,Four-Way,Clear,,Yes,Flat,Straight,Concrete_Median,High_Rise,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5285679787397385,0.0,0.0
80940,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
80947,Daylight,Clear,Highway,Dry,Empty,,No,3,,Clear,,No,Uphill,Slight_Right,Concrete_Median,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,,0.6258942112326622,0.0,0.0
81155,Night,Clear,Rural,Dry,Low,,No,1,,Absent,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,,,Passenger_Cars_Only,Centered,,0.7730004191398621,0.0,0.0
81380,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5301191010436074,0.0,0.0
81383,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.6711537710257939,0.0,0.0
81517,Daylight,Clear,Tunnel,Dry,Empty,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,,,,,No_Vehicles,Centered,,0.3241495192050934,0.0,0.0
81639,Night,Clear,Urban,Dry,Low,,No,2,T-Junction,Faded,Street_Lights,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5489189738736433,0.0,0.0
81661,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Uphill,Slight_Right,Metal_Guardrail,,Sparse,,Passenger_Cars_Only,Centered,,0.6343562081456184,0.0,0.0
81671,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.43556675094145314,0.0,0.0
81730,Daylight,Clear,Urban,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.4879395147164663,0.0,0.0
81763,Dawn/Dusk,Foggy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.33031076192855835,0.0,0.0
81909,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5284745941559473,0.0,0.0
81937,Night,Clear,Tunnel,Dry,Moderate,,No,2,,Clear,Tunnel_Lights,No,Flat,Slight_Left,Concrete_Median,,,,Passenger_Cars_Only,Centered,,0.6063617840409279,0.0,0.0
81956,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,,Passenger_Cars_Only,Centered,,0.5892420448362827,0.0,0.0
82052,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5369070486018532,0.0,0.0
82114,Daylight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.6948015540838242,0.0,0.0
82133,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.589245101580253,0.0,0.0
82264,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Faded,Street_Lights,No,Flat,Straight,Metal_Guardrail,Industrial,Moderate,Directional,Passenger_Cars_Only,Centered,,0.4675108397548849,0.0,0.0
82389,Night,Rainy,Highway,Wet,Low,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Passenger_Cars_Only,Centered,,0.35607105919293,0.0,0.0
82433,Daylight,Clear,Tunnel,Dry,Low,,No,3,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,Directional,Mixed_Heavy_Traffic,Centered,,0.5478755235671997,0.0,0.0
82538,Night,Clear,Urban,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5166094907455974,0.0,0.0
82651,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,,Passenger_Cars_Only,Centered,,0.6187017560005188,0.0,0.0
83014,Night,Clear,Urban,Wet,Moderate,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5443779573990748,0.0,0.0
83165,Night,Clear,Tunnel,Dry,Moderate,,No,1,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,Directional,Public_Transit_Focus,Centered,,0.5253423750400543,0.0,0.0
83189,Daylight,Cloudy,Residential,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.39980939489144546,0.0,0.0
83201,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,,Mixed_Heavy_Traffic,Centered,,0.6707113683223724,0.0,0.0
83293,Daylight,Clear,Residential,Dry,Low,,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5320723698689387,0.0,0.0
83439,Dawn/Dusk,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.5156674545544845,0.0,0.0
83575,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5072947293519974,0.0,0.0
83583,Night,Clear,Rural,Dry,Low,,No,2,,Faded,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,,Passenger_Cars_Only,Centered,,0.7592117190361023,0.0,0.0
83769,Daylight,Clear,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5413039167260014,0.0,0.0
83816,Dawn/Dusk,Rainy,Rural,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Sparse/Rural,Sparse,Directional,Passenger_Cars_Only,Centered,,0.60818000882864,0.0,0.0
83990,Dawn/Dusk,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.7578708529472351,0.0,0.0
84057,Night,Clear,Urban,Dry,Moderate,,No,1,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Industrial,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.6086642018386296,0.0,0.0
84070,Daylight,Snowy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.9371062517166138,1.0,1.0
84139,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5511876778169111,0.0,0.0
84307,Night,Clear,Highway,Dry,Low,,No,4,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5110237188637257,0.0,0.0
84504,Dawn/Dusk,Rainy,Rural,Wet,Low,,No,2,,Clear,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.6270929723978043,0.0,0.0
84514,Daylight,Clear,Highway,Dry,Moderate,,No,3,,Clear,,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5140264970915658,0.0,0.0
84593,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5898625633933328,0.0,0.0
84598,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6209298086166382,0.0,0.0
84961,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,Building_Lights,No,Flat,Straight,Metal_Guardrail,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5853121163589614,0.0,0.0
84964,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6635147531827291,0.0,0.0
85153,Daylight,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,No_Vehicles,Centered,,0.4962899259158543,0.0,0.0
85214,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,,Sparse,Directional,No_Vehicles,Centered,,0.47651359709826385,0.0,0.0
85424,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,,,Mixed_Heavy_Traffic,Centered,,0.6243970646308019,0.0,0.0
85461,Night,Clear,Tunnel,Dry,Low,,No,3,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,Directional,Passenger_Cars_Only,Centered,,0.6077707593257611,0.0,0.0
85548,Daylight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.4856505632400513,0.0,0.0
85567,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6115079278295691,0.0,0.0
85589,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6013498961925506,0.0,0.0
85677,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.5249242592941631,0.0,0.0
85710,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
85789,Dawn/Dusk,Cloudy,Rural,Wet,Low,,No,2,,Faded,,No,Flat,Slight_Right,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.6969440778096517,0.0,0.0
85799,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.4718479201907203,0.0,0.0
85815,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.610828201685633,0.0,0.0
85855,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.4982785867320167,0.0,0.0
85980,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Moderate,Directional,Passenger_Cars_Only,Centered,,0.575121808993189,0.0,0.0
86170,Daylight,Cloudy,Urban,Wet,Moderate,,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5518033413563744,0.0,0.0
86237,Dawn/Dusk,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Metal_Guardrail,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5426543171589191,0.0,0.0
86240,Dawn/Dusk,Cloudy,Rural,Wet,Empty,,No,1,,Absent,,No,Flat,Straight,,Sparse/Rural,Sparse,Regulatory,No_Vehicles,Centered,,0.5935555934906006,0.0,0.0
86382,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,,Yes,2,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,,Passenger_Cars_Only,Centered,,0.6149994799723992,0.0,0.0
86456,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.60820215514728,0.0,0.0
86463,Dawn/Dusk,Clear,Rural,Dry,Low,,No,1,,Clear,,No,Flat,Straight,Metal_Guardrail,,Moderate,,Passenger_Cars_Only,Centered,,0.502381811539332,0.0,0.0
86579,Daylight,Snowy,Residential,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,Yes,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,Mixed_Heavy_Traffic,Centered,,0.6621946891148885,0.0,0.0
86641,Daylight,Cloudy,Highway,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5390575665074426,0.0,0.0
86727,Daylight,Cloudy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,Passenger_Cars_Only,Centered,,0.4686706721782684,0.0,0.0
86729,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5257009634604821,0.0,0.0
86747,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5853264716764291,0.0,0.0
86776,Twilight,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.430808424949646,0.0,0.0
86940,Daylight,Cloudy,Residential,Dry,Low,,Yes,2,T-Junction,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5977310971780256,0.0,0.0
87054,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.7956648170948029,0.0,0.0
87105,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,,Directional,Mixed_Heavy_Traffic,Centered,,0.6839239656925201,0.0,0.0
87116,Daylight,Clear,Tunnel,Dry,Low,On_Sidewalk,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Curb,,,,Passenger_Cars_Only,Centered,,0.5693797213690621,0.0,0.0
87161,Daylight,Cloudy,Rural,Wet,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,,0.7565726041793823,0.0,0.0
